t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1781367150,73,3.232745526314176,0.0,0.0,0.0,events/second
1781367180,73,1.3868747119575213,0.0,0.0,0.0,events/second
1781367210,73,0.8831426471892596,0.0,0.0,0.0,events/second
1781367240,73,0.6478819352359787,0.0,0.0,0.0,events/second
1781367270,73,0.5116041972922225,0.0,0.0,0.0,events/second
1781367300,73,0.42265974739542184,0.0,0.0,0.0,events/second
1781367330,73,0.3600785484816217,0.0,0.0,0.0,events/second
1781367360,73,0.31364238586506643,0.0,0.0,0.0,events/second
1781367390,73,0.2778178061647767,0.0,0.0,0.0,events/second
1781367420,73,0.24932632854269335,0.0,0.0,0.0,events/second
1781367450,73,0.2261230107381822,0.0,0.0,0.0,events/second
1781367480,73,0.20688482486291265,0.0,0.0,0.0,events/second
1781367510,73,0.19066438595112226,0.0,0.0,0.0,events/second
1781367540,73,0.1768072242893188,0.0,0.0,0.0,events/second
1781367570,73,0.16482234466885748,0.0,0.0,0.0,events/second
1781367600,73,0.1543605062150712,0.0,0.0,0.0,events/second
1781367630,73,0.1451486771142012,0.0,0.0,0.0,events/second
1781367660,73,0.13697226416743988,0.0,0.0,0.0,events/second
1781367690,73,0.12967009756183104,0.0,0.0,0.0,events/second
1781367720,73,0.12310647583330593,0.0,0.0,0.0,events/second
1781367750,73,0.11717582189442521,0.0,0.0,0.0,events/second
1781367780,73,0.11179018494546605,0.0,0.0,0.0,events/second
1781367810,73,0.10687669011091828,0.0,0.0,0.0,events/second
1781367840,73,0.10237881845008691,0.0,0.0,0.0,events/second
1781367870,73,0.0982435258966872,0.0,0.0,0.0,events/second
1781367900,73,0.09442897177880588,0.0,0.0,0.0,events/second
1781367930,73,0.09090063587078034,0.0,0.0,0.0,events/second
1781367960,73,0.08762634149121276,0.0,0.0,0.0,events/second
1781367990,73,0.08457849268895747,0.0,0.0,0.0,events/second
1781368020,73,0.081735426587939,0.0,0.0,0.0,events/second
1781368050,235,0.25456452323826284,0.0,0.0,0.0,events/second
1781368080,235,0.24654917422073314,0.0,0.0,0.0,events/second
1781368110,235,0.23902301333192588,0.0,0.0,0.0,events/second
1781368140,235,0.23194024212248784,0.0,0.0,0.0,events/second
1781368170,235,0.22526745546784108,0.0,0.0,0.0,events/second
1781368200,235,0.21896774243447184,0.0,0.0,0.0,events/second
1781368230,235,0.2130095195900396,0.0,0.0,0.0,events/second
1781368260,235,0.2073673343174811,0.0,0.0,0.0,events/second
1781368290,235,0.20201657476983684,0.0,0.0,0.0,events/second
1781368320,235,0.1969348158357546,0.0,0.0,0.0,events/second
1781368350,235,0.19210356012498453,0.0,0.0,0.0,events/second
1781368380,235,0.18750317203504502,0.0,0.0,0.0,events/second
1781368410,235,0.183117731251626,0.0,0.0,0.0,events/second
1781368440,235,0.17893213676460232,0.0,0.0,0.0,events/second
1781368470,235,0.17493496823820717,0.0,0.0,0.0,events/second
1781368500,235,0.17111169352580272,0.0,0.0,0.0,events/second
1781368530,235,0.16745283505580244,0.0,0.0,0.0,events/second
1781368560,235,0.16394738166383352,0.0,0.0,0.0,events/second
1781368590,235,0.16058065950075745,0.0,0.0,0.0,events/second
1781368621,235,0.15734539366590802,0.0,0.0,0.0,events/second
1781368651,235,0.15424575478375052,0.0,0.0,0.0,events/second
1781368681,235,0.15126535169879535,0.0,0.0,0.0,events/second
1781368711,235,0.14839852534490916,0.0,0.0,0.0,events/second
1781368741,235,0.14563791918284286,0.0,0.0,0.0,events/second
1781368771,235,0.14297828829127854,0.0,0.0,0.0,events/second
1781368801,235,0.1404141842975223,0.0,0.0,0.0,events/second
1781368831,235,0.13794083755654526,0.0,0.0,0.0,events/second
1781368861,235,0.13555208937108779,0.0,0.0,0.0,events/second
1781368891,235,0.13324534998099707,0.0,0.0,0.0,events/second
1781368921,235,0.13101566186683597,0.0,0.0,0.0,events/second
1781368951,235,0.12885987328469609,0.0,0.0,0.0,events/second
1781368981,235,0.12677300353799895,0.0,0.0,0.0,events/second
1781369011,235,0.12475323565789047,0.0,0.0,0.0,events/second
1781369041,235,0.12279642542214106,0.0,0.0,0.0,events/second
1781369071,235,0.12090055229163674,0.0,0.0,0.0,events/second
1781369101,235,0.11906221340301872,0.0,0.0,0.0,events/second
1781369131,235,0.11727843497706007,0.0,0.0,0.0,events/second
1781369161,235,0.11554768987607827,0.0,0.0,0.0,events/second
1781369191,235,0.11386741001029138,0.0,0.0,0.0,events/second
1781369221,235,0.11223542726968996,0.0,0.0,0.0,events/second
1781369251,235,0.11064894607974754,0.0,0.0,0.0,events/second
1781369281,235,0.10910747496198217,0.0,0.0,0.0,events/second
1781369311,235,0.10760842940204235,0.0,0.0,0.0,events/second
1781369341,235,0.10614971919404205,0.0,0.0,0.0,events/second
1781369371,235,0.10472997720549149,0.0,0.0,0.0,events/second
1781369401,235,0.10334744832934042,0.0,0.0,0.0,events/second
1781369431,235,0.10200081288770889,0.0,0.0,0.0,events/second
1781369461,235,0.10068929856014257,0.0,0.0,0.0,events/second
1781369491,235,0.099410892628169,0.0,0.0,0.0,events/second
1781369521,235,0.09816442427429135,0.0,0.0,0.0,events/second
1781371260,0,0.0,0.0,0.0,0.0,events/second
1781371290,0,0.0,0.0,0.0,0.0,events/second
1781371320,0,0.0,0.0,0.0,0.0,events/second
1781371350,0,0.0,0.0,0.0,0.0,events/second
1781371380,0,0.0,0.0,0.0,0.0,events/second
1781371410,0,0.0,0.0,0.0,0.0,events/second
1781371440,0,0.0,0.0,0.0,0.0,events/second
1781371470,0,0.0,0.0,0.0,0.0,events/second
1781371500,0,0.0,0.0,0.0,0.0,events/second
1781371530,0,0.0,0.0,0.0,0.0,events/second
1781371560,0,0.0,0.0,0.0,0.0,events/second
1781371590,0,0.0,0.0,0.0,0.0,events/second
1781371620,0,0.0,0.0,0.0,0.0,events/second
1781371650,0,0.0,0.0,0.0,0.0,events/second
1781371680,0,0.0,0.0,0.0,0.0,events/second
1781371710,0,0.0,0.0,0.0,0.0,events/second
1781371740,0,0.0,0.0,0.0,0.0,events/second
1781371770,0,0.0,0.0,0.0,0.0,events/second
1781371800,0,0.0,0.0,0.0,0.0,events/second
1781371830,0,0.0,0.0,0.0,0.0,events/second
1781371860,0,0.0,0.0,0.0,0.0,events/second
1781371890,0,0.0,0.0,0.0,0.0,events/second
1781371920,0,0.0,0.0,0.0,0.0,events/second
1781371950,0,0.0,0.0,0.0,0.0,events/second
1781371980,0,0.0,0.0,0.0,0.0,events/second
1781372010,0,0.0,0.0,0.0,0.0,events/second
1781372040,0,0.0,0.0,0.0,0.0,events/second
1781372070,0,0.0,0.0,0.0,0.0,events/second
1781372100,0,0.0,0.0,0.0,0.0,events/second
1781372130,0,0.0,0.0,0.0,0.0,events/second
1781372160,0,0.0,0.0,0.0,0.0,events/second
1781372190,0,0.0,0.0,0.0,0.0,events/second
1781372220,0,0.0,0.0,0.0,0.0,events/second
1781372250,0,0.0,0.0,0.0,0.0,events/second
1781372280,0,0.0,0.0,0.0,0.0,events/second
1781372580,0,0.0,0.0,0.0,0.0,events/second
1781372611,0,0.0,0.0,0.0,0.0,events/second
1781372641,0,0.0,0.0,0.0,0.0,events/second
1781372671,0,0.0,0.0,0.0,0.0,events/second
1781372701,0,0.0,0.0,0.0,0.0,events/second
1781372731,0,0.0,0.0,0.0,0.0,events/second
1781372761,0,0.0,0.0,0.0,0.0,events/second
1781372791,0,0.0,0.0,0.0,0.0,events/second
1781372821,0,0.0,0.0,0.0,0.0,events/second
1781372851,0,0.0,0.0,0.0,0.0,events/second
1781372881,0,0.0,0.0,0.0,0.0,events/second
1781373780,0,0.0,0.0,0.0,0.0,events/second
1781373810,0,0.0,0.0,0.0,0.0,events/second
1781373840,0,0.0,0.0,0.0,0.0,events/second
1781373870,0,0.0,0.0,0.0,0.0,events/second
1781373900,0,0.0,0.0,0.0,0.0,events/second
1781373930,0,0.0,0.0,0.0,0.0,events/second
1781373960,0,0.0,0.0,0.0,0.0,events/second
1781373990,0,0.0,0.0,0.0,0.0,events/second
1781374020,0,0.0,0.0,0.0,0.0,events/second
1781374050,0,0.0,0.0,0.0,0.0,events/second
1781374080,0,0.0,0.0,0.0,0.0,events/second
1781374110,0,0.0,0.0,0.0,0.0,events/second
1781374200,0,0.0,0.0,0.0,0.0,events/second
1781379210,0,0.0,0.0,0.0,0.0,events/second
1781379240,0,0.0,0.0,0.0,0.0,events/second
1781379270,0,0.0,0.0,0.0,0.0,events/second
1781379300,0,0.0,0.0,0.0,0.0,events/second
1781379330,0,0.0,0.0,0.0,0.0,events/second
1781379360,0,0.0,0.0,0.0,0.0,events/second
1781381160,0,0.0,0.0,0.0,0.0,events/second
1781381191,0,0.0,0.0,0.0,0.0,events/second
1781381221,0,0.0,0.0,0.0,0.0,events/second
1781381251,0,0.0,0.0,0.0,0.0,events/second
1781381281,0,0.0,0.0,0.0,0.0,events/second
1781381311,0,0.0,0.0,0.0,0.0,events/second
1781381341,0,0.0,0.0,0.0,0.0,events/second
1781381371,0,0.0,0.0,0.0,0.0,events/second
1781381401,0,0.0,0.0,0.0,0.0,events/second
1781381431,0,0.0,0.0,0.0,0.0,events/second
1781381461,0,0.0,0.0,0.0,0.0,events/second
1781381491,0,0.0,0.0,0.0,0.0,events/second
1781381521,0,0.0,0.0,0.0,0.0,events/second
1781381551,0,0.0,0.0,0.0,0.0,events/second
1781381581,0,0.0,0.0,0.0,0.0,events/second
1781381611,0,0.0,0.0,0.0,0.0,events/second
1781381641,0,0.0,0.0,0.0,0.0,events/second
1781381671,0,0.0,0.0,0.0,0.0,events/second
1781381701,0,0.0,0.0,0.0,0.0,events/second
1781381731,0,0.0,0.0,0.0,0.0,events/second
1781381761,0,0.0,0.0,0.0,0.0,events/second
1781381791,0,0.0,0.0,0.0,0.0,events/second
1781381821,0,0.0,0.0,0.0,0.0,events/second
1781381851,0,0.0,0.0,0.0,0.0,events/second
1781381882,0,0.0,0.0,0.0,0.0,events/second
1781381912,0,0.0,0.0,0.0,0.0,events/second
1781381942,0,0.0,0.0,0.0,0.0,events/second
1781381972,0,0.0,0.0,0.0,0.0,events/second
1781382002,0,0.0,0.0,0.0,0.0,events/second
1781382032,0,0.0,0.0,0.0,0.0,events/second
1781382062,0,0.0,0.0,0.0,0.0,events/second
1781382092,0,0.0,0.0,0.0,0.0,events/second
1781382122,0,0.0,0.0,0.0,0.0,events/second
1781382152,0,0.0,0.0,0.0,0.0,events/second
1781382182,0,0.0,0.0,0.0,0.0,events/second
1781382510,0,0.0,0.0,0.0,0.0,events/second
1781382541,0,0.0,0.0,0.0,0.0,events/second
1781382571,0,0.0,0.0,0.0,0.0,events/second
1781382601,0,0.0,0.0,0.0,0.0,events/second
1781382631,0,0.0,0.0,0.0,0.0,events/second
1781382661,0,0.0,0.0,0.0,0.0,events/second
1781382691,0,0.0,0.0,0.0,0.0,events/second
1781382721,0,0.0,0.0,0.0,0.0,events/second
1781382751,0,0.0,0.0,0.0,0.0,events/second
1781382781,0,0.0,0.0,0.0,0.0,events/second
1781382811,0,0.0,0.0,0.0,0.0,events/second
1781382841,0,0.0,0.0,0.0,0.0,events/second
1781382871,0,0.0,0.0,0.0,0.0,events/second
1781382901,0,0.0,0.0,0.0,0.0,events/second
1781382931,0,0.0,0.0,0.0,0.0,events/second
1781382961,0,0.0,0.0,0.0,0.0,events/second
1781382991,0,0.0,0.0,0.0,0.0,events/second
1781383021,0,0.0,0.0,0.0,0.0,events/second
1781383051,0,0.0,0.0,0.0,0.0,events/second
1781383081,0,0.0,0.0,0.0,0.0,events/second
1781383111,0,0.0,0.0,0.0,0.0,events/second
1781383141,0,0.0,0.0,0.0,0.0,events/second
1781383171,0,0.0,0.0,0.0,0.0,events/second
1781383201,0,0.0,0.0,0.0,0.0,events/second
1781383231,0,0.0,0.0,0.0,0.0,events/second
1781383261,0,0.0,0.0,0.0,0.0,events/second
1781383291,0,0.0,0.0,0.0,0.0,events/second
1781383321,0,0.0,0.0,0.0,0.0,events/second
1781383351,0,0.0,0.0,0.0,0.0,events/second
1781383381,0,0.0,0.0,0.0,0.0,events/second
1781383411,0,0.0,0.0,0.0,0.0,events/second
1781383441,0,0.0,0.0,0.0,0.0,events/second
1781383471,0,0.0,0.0,0.0,0.0,events/second
1781383501,0,0.0,0.0,0.0,0.0,events/second
1781398740,0,0.0,0.0,0.0,0.0,events/second
1781398772,0,0.0,0.0,0.0,0.0,events/second
1781398802,0,0.0,0.0,0.0,0.0,events/second
1781398832,0,0.0,0.0,0.0,0.0,events/second
1781398862,0,0.0,0.0,0.0,0.0,events/second
1781398892,0,0.0,0.0,0.0,0.0,events/second
1781398922,0,0.0,0.0,0.0,0.0,events/second
1781398952,0,0.0,0.0,0.0,0.0,events/second
1781398982,0,0.0,0.0,0.0,0.0,events/second
1781399012,0,0.0,0.0,0.0,0.0,events/second
1781399042,0,0.0,0.0,0.0,0.0,events/second
1781399072,0,0.0,0.0,0.0,0.0,events/second
1781399102,0,0.0,0.0,0.0,0.0,events/second
1781399132,0,0.0,0.0,0.0,0.0,events/second
1781399162,0,0.0,0.0,0.0,0.0,events/second
1781399192,0,0.0,0.0,0.0,0.0,events/second
1781399222,0,0.0,0.0,0.0,0.0,events/second
1781399252,0,0.0,0.0,0.0,0.0,events/second
1781399282,0,0.0,0.0,0.0,0.0,events/second
1781399312,0,0.0,0.0,0.0,0.0,events/second
1781399342,0,0.0,0.0,0.0,0.0,events/second
1781399372,0,0.0,0.0,0.0,0.0,events/second
1781399670,0,0.0,0.0,0.0,0.0,events/second
1781399702,0,0.0,0.0,0.0,0.0,events/second
1781399732,0,0.0,0.0,0.0,0.0,events/second
1781399762,0,0.0,0.0,0.0,0.0,events/second
1781399792,0,0.0,0.0,0.0,0.0,events/second
1781399822,0,0.0,0.0,0.0,0.0,events/second
1781399852,0,0.0,0.0,0.0,0.0,events/second
1781399882,0,0.0,0.0,0.0,0.0,events/second
1781399912,0,0.0,0.0,0.0,0.0,events/second
1781399942,0,0.0,0.0,0.0,0.0,events/second
1781399972,0,0.0,0.0,0.0,0.0,events/second
1781400002,0,0.0,0.0,0.0,0.0,events/second
1781400032,0,0.0,0.0,0.0,0.0,events/second
1781400062,0,0.0,0.0,0.0,0.0,events/second
1781400092,0,0.0,0.0,0.0,0.0,events/second
1781400122,0,0.0,0.0,0.0,0.0,events/second
1781400152,0,0.0,0.0,0.0,0.0,events/second
1781400182,0,0.0,0.0,0.0,0.0,events/second
1781400212,0,0.0,0.0,0.0,0.0,events/second
1781400242,0,0.0,0.0,0.0,0.0,events/second
1781400272,0,0.0,0.0,0.0,0.0,events/second
1781400302,0,0.0,0.0,0.0,0.0,events/second
1781400332,0,0.0,0.0,0.0,0.0,events/second
1781400362,0,0.0,0.0,0.0,0.0,events/second
1781400392,0,0.0,0.0,0.0,0.0,events/second
1781400422,0,0.0,0.0,0.0,0.0,events/second
1781400452,0,0.0,0.0,0.0,0.0,events/second
1781400482,0,0.0,0.0,0.0,0.0,events/second
1781400512,0,0.0,0.0,0.0,0.0,events/second
1781400542,0,0.0,0.0,0.0,0.0,events/second
1781400572,0,0.0,0.0,0.0,0.0,events/second
1781400602,0,0.0,0.0,0.0,0.0,events/second
1781400632,0,0.0,0.0,0.0,0.0,events/second
1781400662,0,0.0,0.0,0.0,0.0,events/second
1781400693,0,0.0,0.0,0.0,0.0,events/second
1781400723,0,0.0,0.0,0.0,0.0,events/second
1781400753,0,0.0,0.0,0.0,0.0,events/second
1781400783,0,0.0,0.0,0.0,0.0,events/second
1781400813,0,0.0,0.0,0.0,0.0,events/second
1781400843,0,0.0,0.0,0.0,0.0,events/second
1781400873,0,0.0,0.0,0.0,0.0,events/second
1781400903,0,0.0,0.0,0.0,0.0,events/second
1781400933,0,0.0,0.0,0.0,0.0,events/second
1781400963,0,0.0,0.0,0.0,0.0,events/second
1781400993,0,0.0,0.0,0.0,0.0,events/second
1781401023,0,0.0,0.0,0.0,0.0,events/second
1781401053,0,0.0,0.0,0.0,0.0,events/second
1781401083,0,0.0,0.0,0.0,0.0,events/second
1781401113,0,0.0,0.0,0.0,0.0,events/second
1781401143,0,0.0,0.0,0.0,0.0,events/second
1781401173,0,0.0,0.0,0.0,0.0,events/second
1781401203,0,0.0,0.0,0.0,0.0,events/second
1781401233,0,0.0,0.0,0.0,0.0,events/second
1781401263,0,0.0,0.0,0.0,0.0,events/second
1781401293,0,0.0,0.0,0.0,0.0,events/second
1781401323,0,0.0,0.0,0.0,0.0,events/second
1781401353,0,0.0,0.0,0.0,0.0,events/second
1781401383,0,0.0,0.0,0.0,0.0,events/second
1781401413,0,0.0,0.0,0.0,0.0,events/second
